transaction_date,buyer_first_name,buyer_last_name,buyer_location,buyer_date_of_birth,payment_method,quantity_purchased,product_code,sales_representative,gender
45382,Jennifer,Terry,San Antonio,29427,Mobile Payment,421,Pro02,Joseph Hill,Female
45315,Ryan,Williamson,New York,26202,Debit Card,392,Pro01,Joseph Hill,Male
45377,Timothy,Powers,Dallas,28477,Mobile Payment,317,Pro09,April Watkins,Male
45489,Ashley,Kane,Dallas,35521,Debit Card,14,Pro04,Travis Doyle,Male
45443,Henry,Burns,Chicago,30089,Debit Card,369,Pro06,Tracy Lee,Male
45294,Carrie,Jones,Los Angeles,35185,Credit Card,378,Pro09,Sara Robertson,Male
45457,Nicholas,Wilson,San Diego,20509,Credit Card,104,Pro04,Travis Doyle,Male
45500,Douglas,Taylor,San Antonio,19995,Cash,373,Pro08,Joseph Hill,Male
45449,Katie,Austin,Houston,18374,Mobile Payment,264,Pro01,Tracy Lee,Male
45329,Anita,Webster,New York,34939,Cash,170,Pro10,Sara Robertson,Male
45446,Brent,Smith,Chicago,23056,Credit Card,214,Pro02,Travis Doyle,Male
45504,Ronald,Oliver,Philadelphia,18512,Debit Card,110,Pro07,Joseph Hill,Male
45457,Cynthia,Perez,San Jose,38266,Cash,403,Pro08,Joseph Hill,Male
45334,Randy,Singh,Chicago,17179,Mobile Payment,331,Pro08,April Watkins,Male
45423,Ronald,Young,Phoenix,32159,Cash,429,Pro08,Travis Doyle,Male
45366,Michael,Benson,San Diego,18486,Cash,31,Pro09,Travis Doyle,Male
45295,Eric,Collier,San Diego,34750,Debit Card,482,Pro01,Joseph Hill,Male
45437,Thomas,Foster,San Diego,27896,Debit Card,292,Pro10,April Watkins,Male
45403,Denise,House,San Antonio,21190,Cash,463,Pro03,Elizabeth Guerrero,Male
45407,Tony,Byrd,Houston,30566,Credit Card,470,Pro06,Tracy Lee,Male
45496,Jacqueline,Thomas,Houston,37161,Credit Card,136,Pro01,Sara Robertson,Male
45400,Elizabeth,Wong,Phoenix,19280,Mobile Payment,11,Pro10,Katie Stanton,Female
45474,Craig,Huber,San Antonio,34670,Debit Card,113,Pro03,Susan Dean,Male
45344,Amanda,Phillips,San Antonio,32034,Credit Card,471,Pro10,Travis Doyle,Male
45298,Ethan,Brooks,Phoenix,37548,Mobile Payment,409,Pro07,Joseph Hill,Male
45447,Amanda,Diaz,San Antonio,31760,Debit Card,174,Pro01,April Watkins,Male
45366,Lisa,Cochran,Los Angeles,24527,Debit Card,344,Pro03,April Watkins,Male
45316,Meredith,Ho,Los Angeles,19642,Cash,12,Pro08,Elizabeth Guerrero,Male
45432,Wayne,Myers,San Jose,24063,Credit Card,15,Pro07,Tracy Lee,Male
45491,Antonio,Bush,New York,28705,Cash,324,Pro07,Sara Robertson,Male
45328,James,Branch,Houston,16602,Credit Card,50,Pro09,Katie Stanton,Male
45310,Douglas,Forbes,Phoenix,30156,Credit Card,174,Pro06,Susan Dean,Male
45349,Jesse,Smith,Chicago,24326,Cash,204,Pro05,Katie Stanton,Male
45411,Donald,Luna,Chicago,36937,Debit Card,178,Pro09,Susan Dean,Male
45482,Kelsey,Parker,Los Angeles,38909,Mobile Payment,137,Pro02,Susan Dean,Male
45479,Kayla,Arnold,Chicago,23742,Mobile Payment,119,Pro03,Sara Robertson,Male
45449,Tammy,Smith,San Jose,31550,Credit Card,11,Pro10,Katie Stanton,Male
45335,Linda,Woodward,New York,31119,Debit Card,194,Pro02,Susan Dean,Female
45332,Christopher,Baker,Houston,26240,Credit Card,318,Pro10,Katie Stanton,Male
45403,Christopher,Sanchez,Los Angeles,34147,Debit Card,34,Pro07,Susan Dean,Male
45361,William,Phillips,Philadelphia,25479,Debit Card,250,Pro02,April Watkins,Male
45458,Jeffrey,Harrison,Los Angeles,27013,Credit Card,228,Pro07,April Watkins,Male
45444,Justin,Harding,San Antonio,26763,Mobile Payment,456,Pro09,Elizabeth Guerrero,Male
45300,Michael,Russo,Philadelphia,28249,Mobile Payment,389,Pro09,Tracy Lee,Male
45495,Raymond,Allen,San Diego,21489,Debit Card,231,Pro08,Sara Robertson,Male
45294,Carlos,Miles,Philadelphia,37607,Mobile Payment,176,Pro03,Katie Stanton,Male
45476,David,Rangel,Philadelphia,34614,Debit Card,122,Pro10,Susan Dean,Male
45317,Sandra,Riley,Philadelphia,18422,Debit Card,489,Pro05,Katie Stanton,Male
45485,Kevin,Williams,San Jose,33844,Debit Card,221,Pro06,Susan Dean,Male
45490,Carol,Hickman,San Jose,34070,Mobile Payment,340,Pro01,Susan Dean,Male
45356,Elizabeth,Garcia,Philadelphia,27181,Mobile Payment,410,Pro03,Sara Robertson,Female
45443,Nicholas,Chapman,New York,18751,Cash,308,Pro02,Katie Stanton,Male
45341,Alexandra,Haynes,Dallas,31395,Debit Card,261,Pro01,Susan Dean,Male
45437,Tiffany,Cox,New York,19660,Debit Card,42,Pro01,Katie Stanton,Male
45428,Tricia,Ballard,Houston,37601,Cash,356,Pro08,Susan Dean,Male
45355,Christopher,Simon,San Diego,33391,Credit Card,109,Pro02,April Watkins,Male
45383,Daniel,Brooks,Chicago,28106,Cash,320,Pro04,April Watkins,Male
45305,Caitlin,Norman,San Antonio,33581,Debit Card,345,Pro03,Elizabeth Guerrero,Male
45486,Christine,Ryan,San Jose,24454,Mobile Payment,141,Pro05,Tracy Lee,Male
45325,Lindsey,Aguilar,San Antonio,36977,Cash,19,Pro10,Sara Robertson,Male
45493,Julie,James,Philadelphia,22459,Cash,210,Pro06,Katie Stanton,Male
45329,Linda,Sutton,Phoenix,21817,Mobile Payment,410,Pro09,Susan Dean,Female
45444,Sandra,Parrish,Philadelphia,17323,Mobile Payment,370,Pro02,Katie Stanton,Male
45443,Samuel,Hunter,San Antonio,24685,Credit Card,167,Pro01,Susan Dean,Male
45368,Jacob,Thompson,Houston,21968,Cash,449,Pro04,Susan Dean,Male
45345,Zachary,Duncan,Houston,29888,Debit Card,402,Pro07,Sara Robertson,Male
45339,Jason,Brown,San Diego,34733,Cash,167,Pro06,Katie Stanton,Male
45295,Brandi,Wong,Los Angeles,37464,Credit Card,163,Pro07,Susan Dean,Male
45355,Jennifer,Stone,San Jose,31053,Debit Card,460,Pro10,Katie Stanton,Female
45369,Rebecca,Hamilton,San Jose,23358,Mobile Payment,75,Pro10,Susan Dean,Male
45417,Jennifer,Ross,San Antonio,23848,Debit Card,458,Pro10,April Watkins,Female
45494,Patty,Watson,Chicago,34247,Cash,280,Pro09,April Watkins,Male
45294,Belinda,Robinson,Dallas,20983,Mobile Payment,198,Pro08,Elizabeth Guerrero,Male
45473,Timothy,Stevenson,Phoenix,29985,Mobile Payment,269,Pro04,Tracy Lee,Male
45318,Christopher,Larson,Houston,35803,Cash,140,Pro03,Sara Robertson,Male
45400,Gwendolyn,Jackson,Chicago,30305,Cash,457,Pro10,Katie Stanton,Male
45457,Shaun,White,San Jose,18326,Debit Card,220,Pro08,Susan Dean,Male
45395,Christopher,Bush,San Diego,16026,Credit Card,285,Pro04,Katie Stanton,Male
45441,Jenna,Turner,Houston,19706,Cash,284,Pro05,Susan Dean,Male
45480,Heather,Mills,Phoenix,34086,Credit Card,189,Pro04,Susan Dean,Male
45418,Jennifer,Dixon,Los Angeles,20481,Cash,254,Pro10,Sara Robertson,Female
45491,Ricky,Blake,Los Angeles,37505,Cash,72,Pro01,Katie Stanton,Male
45375,Joshua,Cunningham,Phoenix,16699,Debit Card,466,Pro02,Susan Dean,Male
45297,Leslie,Thomas,Houston,38004,Cash,50,Pro10,Katie Stanton,Male
45335,Bruce,Perez,Chicago,27037,Credit Card,270,Pro03,Susan Dean,Male
45445,Brian,Mccoy,San Jose,30919,Debit Card,218,Pro07,April Watkins,Male
45310,Melissa,Fields,Chicago,17804,Mobile Payment,392,Pro01,April Watkins,Male
45388,Jessica,Hill,Phoenix,27817,Cash,236,Pro08,Elizabeth Guerrero,Male
45395,Nicole,Steele,Los Angeles,28426,Credit Card,56,Pro05,Tracy Lee,Male
45295,Natasha,Baker,Dallas,21129,Mobile Payment,125,Pro01,Sara Robertson,Male
45400,Ana,Schroeder,Dallas,31897,Credit Card,424,Pro02,Katie Stanton,Male
45354,Sarah,Russo,Chicago,24348,Credit Card,228,Pro02,Susan Dean,Male
45466,Madison,Bates,San Diego,31928,Cash,407,Pro07,Katie Stanton,Male
45393,Richard,Smith,Los Angeles,19016,Cash,384,Pro07,Susan Dean,Male
45402,Darius,Jones,San Antonio,34447,Cash,311,Pro09,Susan Dean,Male
45309,Robin,Cross,Chicago,20047,Mobile Payment,476,Pro02,Sara Robertson,Male
45351,Rhonda,Adams,San Antonio,17014,Debit Card,250,Pro03,Katie Stanton,Male
45342,Kevin,Ibarra,Dallas,31077,Mobile Payment,39,Pro07,Susan Dean,Male
45338,Brian,Kramer,Chicago,18399,Cash,454,Pro09,Katie Stanton,Male
45299,Latasha,Larson,San Antonio,23524,Credit Card,253,Pro09,Susan Dean,Male
45459,Caitlin,Moore,Los Angeles,32572,Debit Card,243,Pro04,April Watkins,Male
45457,Michael,Sellers,Chicago,37883,Cash,380,Pro02,April Watkins,Male
45359,Andrew,Jones,New York,25057,Debit Card,114,Pro02,Elizabeth Guerrero,Male
45410,Richard,Shaw,Chicago,22035,Credit Card,115,Pro10,Tracy Lee,Male
45464,Theresa,Butler,Dallas,19798,Cash,400,Pro02,Sara Robertson,Male
45379,Tammy,Santiago,San Jose,16230,Debit Card,241,Pro02,Katie Stanton,Male
45360,Tammie,Byrd,New York,27132,Cash,480,Pro10,Susan Dean,Male
45324,Crystal,Allen,San Jose,30783,Mobile Payment,468,Pro09,Katie Stanton,Male
45335,Amy,Smith,San Antonio,20276,Cash,491,Pro09,Susan Dean,Male
45466,Martin,Garza,Phoenix,36450,Debit Card,432,Pro01,Susan Dean,Male
45301,Randall,Morgan,Dallas,34304,Credit Card,341,Pro01,Sara Robertson,Male
45477,John,Jennings,San Diego,23822,Cash,44,Pro05,Katie Stanton,Male
45463,John,Garcia,San Diego,34203,Credit Card,382,Pro06,Susan Dean,Male
45402,Joseph,Hill,San Jose,31550,Cash,51,Pro02,Katie Stanton,Male
45496,Joel,Martinez,Houston,37060,Cash,179,Pro03,Susan Dean,Male
45398,Stephen,Martin,Phoenix,20103,Cash,119,Pro06,April Watkins,Male
45392,Rachel,Perkins,Dallas,32279,Debit Card,296,Pro08,April Watkins,Male
45337,Margaret,Hansen,Phoenix,16905,Mobile Payment,303,Pro06,Elizabeth Guerrero,Female
45475,Kelly,Jackson,New York,24689,Cash,135,Pro02,Tracy Lee,Male
45351,Daniel,Murphy,San Antonio,35258,Mobile Payment,363,Pro01,Sara Robertson,Male
45495,Cody,King,New York,37359,Debit Card,137,Pro03,Katie Stanton,Male
45333,Sandra,Lara,Los Angeles,34354,Debit Card,329,Pro06,Susan Dean,Male
45336,Carmen,Weber,Philadelphia,32223,Cash,44,Pro04,Katie Stanton,Male
45327,Robin,Smith,Chicago,34898,Mobile Payment,41,Pro10,Susan Dean,Male
45434,Gavin,Ali,Philadelphia,18662,Cash,332,Pro02,Susan Dean,Male
45472,Brandon,Gray,Phoenix,37032,Cash,81,Pro05,Sara Robertson,Male
45359,Patrick,Martin,New York,18964,Cash,423,Pro04,Katie Stanton,Male
45492,Joseph,Davidson,Philadelphia,18473,Mobile Payment,147,Pro04,Susan Dean,Male
45407,Angela,Myers,Chicago,31277,Cash,285,Pro03,Katie Stanton,Male
45487,Amanda,Wolfe,San Jose,24856,Mobile Payment,166,Pro01,Susan Dean,Male
45428,Kathleen,Tate,San Jose,33439,Mobile Payment,58,Pro09,April Watkins,Male
45294,Patricia,Medina,San Antonio,21150,Credit Card,197,Pro03,April Watkins,Male
45496,Jennifer,Stone,Dallas,21428,Cash,445,Pro01,Elizabeth Guerrero,Female
45476,Danielle,Vazquez,San Jose,37025,Mobile Payment,16,Pro06,Tracy Lee,Male
45483,Juan,Jacobs,San Diego,24775,Cash,137,Pro02,Sara Robertson,Male
45483,Nicole,Alvarez,Chicago,30217,Credit Card,109,Pro05,Katie Stanton,Male
45381,Nicholas,Arroyo,Phoenix,31447,Mobile Payment,196,Pro09,Susan Dean,Male
45470,Allison,Reed,Dallas,30101,Cash,272,Pro08,Katie Stanton,Male
45496,Karen,Bell,Houston,22597,Mobile Payment,165,Pro05,Susan Dean,Male
45435,Kendra,Mendez,Los Angeles,34306,Mobile Payment,173,Pro02,Susan Dean,Male
45318,Andre,Hickman,Chicago,25544,Credit Card,206,Pro06,Sara Robertson,Male
45309,Gina,Rodriguez,Houston,21871,Mobile Payment,132,Pro01,Katie Stanton,Male
45489,Michael,Thompson,San Diego,21694,Debit Card,229,Pro09,Susan Dean,Male
45413,Johnny,Lyons,Houston,29696,Cash,306,Pro02,Katie Stanton,Male
45433,Victoria,Ellis,San Antonio,25450,Debit Card,442,Pro02,Susan Dean,Male
45309,Madison,Cox,San Antonio,32460,Mobile Payment,272,Pro09,April Watkins,Male
45308,Nathaniel,Davis,Dallas,24969,Debit Card,457,Pro10,April Watkins,Male
45322,William,Green,Dallas,26194,Cash,58,Pro05,Elizabeth Guerrero,Male
45405,David,Bailey,Los Angeles,36340,Debit Card,450,Pro08,Tracy Lee,Male
45411,Jane,Adams,New York,24883,Credit Card,296,Pro05,Sara Robertson,Male
45404,Thomas,Valencia,New York,37094,Cash,448,Pro09,Katie Stanton,Male
45480,Charles,Moore,Philadelphia,29178,Cash,156,Pro10,Susan Dean,Male
45466,Laurie,Wright,San Antonio,36578,Credit Card,317,Pro01,Katie Stanton,Male
45330,Patricia,Kirby,San Antonio,37439,Mobile Payment,274,Pro04,Susan Dean,Male
45404,Jill,Beck,San Jose,20532,Mobile Payment,339,Pro10,Susan Dean,Male
45352,Russell,Hunter,Chicago,26548,Cash,312,Pro07,Sara Robertson,Male
45358,David,Smith,Los Angeles,37618,Debit Card,304,Pro10,Katie Stanton,Male
45498,Christopher,Robinson,San Diego,30986,Credit Card,292,Pro07,Susan Dean,Male
45430,Laura,Allen,Phoenix,30560,Cash,253,Pro04,Katie Stanton,Male
45376,Kelly,Winters,Dallas,36585,Cash,43,Pro01,Susan Dean,Male
45464,Katie,Meyer,New York,24795,Debit Card,72,Pro01,April Watkins,Male
45403,Chelsey,Gonzalez,Los Angeles,23514,Mobile Payment,149,Pro09,April Watkins,Male
45442,Ryan,Harris,San Antonio,25979,Mobile Payment,284,Pro05,Elizabeth Guerrero,Male
45467,Stacy,Perez,Houston,27970,Debit Card,16,Pro07,Tracy Lee,Male
45401,Thomas,Bell,Dallas,33740,Cash,497,Pro10,Sara Robertson,Male
45374,John,Williams,Philadelphia,33361,Cash,76,Pro10,Katie Stanton,Male
45351,Carrie,Harmon,Chicago,17737,Mobile Payment,78,Pro03,Susan Dean,Male
45363,Amanda,Rodriguez,New York,23592,Debit Card,34,Pro02,Katie Stanton,Male
45427,Joseph,Flores,San Antonio,18704,Cash,325,Pro10,Susan Dean,Male
45408,Joyce,Lopez,Philadelphia,34534,Credit Card,237,Pro05,Susan Dean,Male
45325,Brandon,Ruiz,Los Angeles,16396,Mobile Payment,320,Pro10,Sara Robertson,Male
45452,Ariel,Soto,Dallas,17599,Mobile Payment,132,Pro09,Katie Stanton,Male
45369,Rebekah,Washington,Los Angeles,36422,Debit Card,443,Pro06,Susan Dean,Male
45430,Suzanne,Christian,San Jose,36542,Credit Card,347,Pro05,Katie Stanton,Male
45430,Paula,Reid,Phoenix,31958,Cash,356,Pro07,Susan Dean,Male
45373,Adrienne,Wright,San Antonio,31900,Mobile Payment,274,Pro10,April Watkins,Male
45459,Paula,Moore,San Jose,22556,Cash,314,Pro04,April Watkins,Male
45420,Angela,Rose,Chicago,19334,Credit Card,330,Pro09,Elizabeth Guerrero,Male
45428,Colton,Barber,Dallas,31505,Cash,359,Pro09,Tracy Lee,Male
45322,Michael,Mills,San Jose,16640,Credit Card,221,Pro08,Sara Robertson,Male
45494,Kathleen,Ruiz,San Antonio,30129,Debit Card,328,Pro02,Katie Stanton,Male
45340,David,Morse,New York,26646,Cash,396,Pro04,Susan Dean,Male
45325,Anthony,Meyer,New York,22331,Cash,79,Pro04,Katie Stanton,Male
45320,Brandi,Day,New York,35118,Debit Card,490,Pro10,Susan Dean,Male
45316,Kenneth,Miller,Phoenix,21685,Debit Card,64,Pro03,Susan Dean,Male
45411,Stephanie,Ramirez,Chicago,27564,Credit Card,314,Pro08,Sara Robertson,Male
45440,Crystal,Stanley,Los Angeles,23666,Debit Card,198,Pro09,Katie Stanton,Male
45496,Eileen,Smith,Phoenix,35516,Mobile Payment,390,Pro07,Susan Dean,Male
45360,Ian,Harmon,Houston,17919,Cash,291,Pro10,Katie Stanton,Male
45407,Amy,Ashley,San Jose,37463,Mobile Payment,286,Pro04,Susan Dean,Male
45377,Christian,Johnson,Los Angeles,33722,Credit Card,359,Pro10,April Watkins,Male
45399,Emily,Gonzalez,New York,32757,Cash,58,Pro05,April Watkins,Male
45350,Joseph,Franklin,Phoenix,35445,Mobile Payment,442,Pro10,Elizabeth Guerrero,Male
45389,Tonya,Reyes,Chicago,25204,Credit Card,219,Pro08,Tracy Lee,Male
45325,Scott,Craig,Philadelphia,35379,Mobile Payment,455,Pro03,Sara Robertson,Male
45313,Donna,Morgan,San Diego,23300,Mobile Payment,74,Pro08,Katie Stanton,Male
45339,Bradley,Smith,Chicago,35739,Mobile Payment,289,Pro06,Susan Dean,Male
45352,Billy,Martinez,Phoenix,38883,Mobile Payment,326,Pro01,Katie Stanton,Male
45383,Michael,Porter,San Diego,31251,Mobile Payment,321,Pro05,Susan Dean,Male
45483,Donald,Martin,Houston,32393,Debit Card,325,Pro10,Susan Dean,Male
45410,Ralph,Cooper,Chicago,20470,Credit Card,372,Pro07,Sara Robertson,Male
45362,Nathan,Soto,San Diego,23605,Cash,323,Pro04,Katie Stanton,Male
45362,Madison,Joseph,Phoenix,26840,Credit Card,185,Pro01,Susan Dean,Male
45294,Ryan,Montoya,New York,30539,Cash,73,Pro09,Katie Stanton,Male
45313,Andrew,Hale,New York,31387,Debit Card,259,Pro01,Susan Dean,Male
45420,Morgan,Kane,Chicago,30236,Debit Card,266,Pro09,April Watkins,Male
45458,Jason,Martinez,San Diego,24902,Debit Card,122,Pro04,April Watkins,Male
45403,Frances,Welch,San Antonio,19279,Debit Card,120,Pro02,Elizabeth Guerrero,Male
45484,Sandra,Brown,San Antonio,28398,Cash,289,Pro02,Tracy Lee,Male
45305,Kristin,Lopez,Chicago,32832,Debit Card,425,Pro04,Sara Robertson,Male
45348,Sarah,Estrada,San Jose,23313,Debit Card,370,Pro09,Katie Stanton,Male
45449,Toni,Lamb,New York,25896,Mobile Payment,247,Pro08,Susan Dean,Male
45424,Amanda,Johns,San Jose,37168,Mobile Payment,270,Pro10,Katie Stanton,Male
45498,Kimberly,Miller,San Antonio,30747,Credit Card,287,Pro05,Susan Dean,Male
45458,Kelly,Byrd,Phoenix,26756,Cash,173,Pro08,Susan Dean,Male
45352,Whitney,Saunders,Chicago,35774,Mobile Payment,468,Pro08,Sara Robertson,Male
45431,Kristine,Green,San Diego,27495,Debit Card,99,Pro09,Katie Stanton,Male
45437,Christopher,Butler,Dallas,35228,Debit Card,167,Pro10,Susan Dean,Male
45337,Maria,Peterson,San Jose,22712,Mobile Payment,108,Pro07,Katie Stanton,Female
45373,Vincent,Robinson,Houston,28076,Cash,442,Pro04,Susan Dean,Male
45395,Shannon,Blanchard,Philadelphia,33984,Mobile Payment,359,Pro02,April Watkins,Male
45409,Victoria,Bell,Phoenix,17447,Cash,153,Pro01,April Watkins,Male
45413,Brianna,Jones,Philadelphia,23019,Mobile Payment,138,Pro06,Elizabeth Guerrero,Male
45460,Alyssa,Willis,San Antonio,20365,Cash,466,Pro04,Tracy Lee,Male
45504,Lucas,Davis,San Diego,16255,Debit Card,406,Pro03,Sara Robertson,Male
45307,Jacob,Peters,San Antonio,35915,Credit Card,140,Pro08,Katie Stanton,Male
45434,Craig,Crawford,San Antonio,21504,Credit Card,191,Pro04,Susan Dean,Male
45465,Christian,Nelson,Philadelphia,38680,Mobile Payment,399,Pro05,Katie Stanton,Male
45495,Maureen,Williams,Philadelphia,33761,Mobile Payment,298,Pro05,Susan Dean,Male
45409,Jennifer,Salazar,Phoenix,31778,Credit Card,203,Pro04,Susan Dean,Female
45311,Chris,Carrillo,Dallas,17739,Mobile Payment,205,Pro03,Sara Robertson,Male
45300,Erin,Rodriguez,Dallas,18264,Debit Card,453,Pro01,Katie Stanton,Male
45293,Alexander,Rodriguez,New York,31855,Credit Card,452,Pro06,Susan Dean,Male
45373,Russell,Jensen,Dallas,29513,Debit Card,164,Pro10,Katie Stanton,Male
45482,Vincent,Tucker,Chicago,17483,Mobile Payment,367,Pro01,Susan Dean,Male
45358,Robert,Schwartz,Dallas,19053,Credit Card,205,Pro10,April Watkins,Male
45331,Rebecca,Edwards,San Antonio,34508,Cash,340,Pro10,April Watkins,Male
45449,Dylan,Kent,Philadelphia,33302,Credit Card,492,Pro01,Elizabeth Guerrero,Male
45478,Megan,Wheeler,Philadelphia,27964,Credit Card,374,Pro05,Tracy Lee,Male
45483,Shannon,Taylor,Los Angeles,35327,Cash,497,Pro10,Sara Robertson,Male
45436,Holly,Clay,Philadelphia,35981,Credit Card,76,Pro01,Katie Stanton,Male
45398,Kyle,Hayes,Houston,24985,Credit Card,379,Pro02,Susan Dean,Male
45314,Tristan,Taylor,Dallas,19195,Debit Card,167,Pro10,Katie Stanton,Male
45319,David,Lopez,San Jose,37108,Debit Card,209,Pro02,Susan Dean,Male
45461,John,Carney,San Antonio,26056,Cash,450,Pro03,Susan Dean,Male
45329,Molly,Goodman,Philadelphia,18526,Credit Card,305,Pro07,Sara Robertson,Male
45353,Jenny,Morrison,Phoenix,38022,Mobile Payment,436,Pro01,Katie Stanton,Male
45366,Shawn,Wilson,Dallas,26398,Cash,112,Pro08,Susan Dean,Male
45421,Gary,Walker,Chicago,18602,Mobile Payment,436,Pro02,Katie Stanton,Male
45357,Autumn,Williams,Phoenix,18880,Debit Card,488,Pro10,Susan Dean,Male
45348,Darren,Williams,Houston,38421,Credit Card,101,Pro10,April Watkins,Male
45391,Alicia,Butler,San Jose,34915,Credit Card,432,Pro09,April Watkins,Male
45488,Stacy,Jones,Phoenix,17587,Debit Card,199,Pro05,Elizabeth Guerrero,Male
45329,John,Cooley,Chicago,18960,Mobile Payment,207,Pro05,Tracy Lee,Male
45466,Kristen,Smith,San Antonio,25468,Cash,78,Pro07,Sara Robertson,Male
45367,Edward,Mason,San Jose,38530,Cash,326,Pro06,Katie Stanton,Male
45305,Kathleen,Larson,Chicago,37349,Cash,241,Pro07,Susan Dean,Male
45305,Briana,Hall,Philadelphia,29599,Credit Card,181,Pro02,Katie Stanton,Male
45302,Christine,Cook,Philadelphia,16577,Credit Card,492,Pro08,Susan Dean,Male
45338,Joseph,Stone,Los Angeles,29435,Mobile Payment,309,Pro04,Susan Dean,Male
45489,Lisa,Fletcher,San Jose,17361,Debit Card,447,Pro04,Sara Robertson,Male
45401,Timothy,Sellers,San Jose,34587,Debit Card,117,Pro03,Katie Stanton,Male
45373,Kim,Peters,San Diego,34332,Credit Card,487,Pro09,Susan Dean,Male
45448,Brad,Hughes,San Diego,33083,Debit Card,139,Pro04,Katie Stanton,Male
45496,Cheryl,Roberts,Houston,16922,Credit Card,300,Pro08,Susan Dean,Male
45449,Matthew,Rasmussen,Dallas,26698,Credit Card,244,Pro03,April Watkins,Male
45464,Barry,Foster,Houston,37051,Cash,292,Pro02,April Watkins,Male
45418,Catherine,Young,Chicago,27962,Mobile Payment,143,Pro04,Elizabeth Guerrero,Male
45354,Amy,Smith,Houston,27273,Cash,167,Pro02,Tracy Lee,Male
45396,Margaret,Vasquez,Dallas,16540,Credit Card,146,Pro09,Sara Robertson,Female
45326,Samantha,Elliott,San Jose,19548,Credit Card,377,Pro01,Katie Stanton,Male
45487,Joseph,Campbell,Philadelphia,27763,Credit Card,247,Pro09,Susan Dean,Male
45344,Amanda,Morales,San Antonio,18260,Debit Card,153,Pro05,Katie Stanton,Male
45425,Jill,Stevens,Los Angeles,20903,Cash,396,Pro04,Susan Dean,Male
45495,Angela,Williams,San Jose,30911,Cash,40,Pro06,Susan Dean,Male
45322,Clifford,Wiley,Houston,31361,Debit Card,72,Pro05,Sara Robertson,Male
45394,Brenda,Schultz,Phoenix,35434,Mobile Payment,297,Pro09,Katie Stanton,Female
45312,Edwin,Jenkins,New York,17959,Mobile Payment,65,Pro06,Susan Dean,Male
45298,Marcus,Garner,San Antonio,27735,Credit Card,76,Pro08,Katie Stanton,Male
45497,Christopher,Scott,Phoenix,30397,Mobile Payment,143,Pro01,Susan Dean,Male
45388,Ashley,Alvarez,Philadelphia,31424,Cash,199,Pro04,April Watkins,Male
45428,Brittney,Patterson,Phoenix,38204,Cash,219,Pro10,April Watkins,Male
45422,Peggy,Rodriguez,San Diego,33723,Cash,219,Pro10,Elizabeth Guerrero,Male
45414,Blake,Conrad,Dallas,29895,Cash,409,Pro04,Tracy Lee,Male
45352,Michael,Beck,San Jose,38883,Debit Card,410,Pro05,Sara Robertson,Male
45442,Lauren,Torres,Los Angeles,17437,Credit Card,227,Pro05,Katie Stanton,Male
